gene	079_warmM	082_warmM	086_warmM	090_warmM	097_warmM	098_warmM	080_warmF	089_warmF	091_warmF	096_warmF
ENSMUSG00000105800	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105801	1	1	3	2	0	2	2	0	0	0
ENSMUSG00000057802	50	82	19	40	39	37	22	30	38	25
ENSMUSG00000103365	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057801	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105808	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000057805	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012126	5	12	10	16	7	12	12	8	23	6
ENSMUSG00000012123	10	8	23	14	2	2	15	25	19	12
ENSMUSG00000025269	142	184	130	117	123	88	82	104	130	93
ENSMUSG00000025268	176	231	88	165	102	103	103	140	181	140
ENSMUSG00000025266	672	870	479	625	494	392	464	436	618	460
ENSMUSG00000025265	24	55	13	38	18	19	17	41	36	35
ENSMUSG00000025264	269	345	167	246	254	221	210	242	352	228
ENSMUSG00000025262	158	291	136	166	143	113	131	159	187	136
ENSMUSG00000025261	9496	13820	7188	9181	8667	8085	5296	7507	9614	6852
ENSMUSG00000025260	2649	3562	1843	2700	2401	2134	1681	2457	3683	2278
ENSMUSG00000094330	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091123	0	6	3	5	4	1	2	3	3	1
ENSMUSG00000091122	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094337	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094336	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094338	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088167	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091129	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065328	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065329	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065322	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060131	84	140	55	89	61	56	24	45	63	39
ENSMUSG00000065320	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000065321	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065327	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109999	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047203	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047205	7	4	3	2	4	2	4	2	4	8
ENSMUSG00000047207	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002486	73	109	59	73	72	68	51	83	87	66
ENSMUSG00000097979	11	9	3	7	4	8	2	1	9	2
ENSMUSG00000102507	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097972	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097973	6	6	10	7	5	5	6	10	15	3
ENSMUSG00000067780	22	27	6	12	23	10	15	8	14	13
ENSMUSG00000097971	3186	6097	2847	2778	795	606	1572	2866	3515	1192
ENSMUSG00000067786	50	111	44	66	29	26	16	41	63	27
ENSMUSG00000067787	1017	1465	639	1061	684	566	583	893	1017	670
ENSMUSG00000097974	8	16	9	17	6	2	7	11	17	17
ENSMUSG00000097975	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102505	0	1	0	0	0	1	0	0	0	1
ENSMUSG00000106094	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088169	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000053279	63721	68551	38706	48473	37817	34485	30078	40270	44948	32045
ENSMUSG00000102503	0	0	0	0	0	1	1	0	0	1
ENSMUSG00000109839	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109838	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102500	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108022	17	35	12	53	23	15	5	11	33	3
ENSMUSG00000109833	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109832	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109831	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102501	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109837	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109835	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109834	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068324	1	3	3	3	2	3	0	4	4	3
ENSMUSG00000068327	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000068323	10	13	7	8	6	4	4	4	10	3
ENSMUSG00000068329	234	311	140	163	105	84	139	224	231	112
ENSMUSG00000068328	3052	3688	2047	2965	2146	2268	1757	2525	3386	2296
ENSMUSG00000110079	0	2	1	0	0	0	0	0	0	1
ENSMUSG00000110078	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106388	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106389	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106384	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106385	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106386	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106387	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000106380	2	1	0	2	0	0	0	0	0	0
ENSMUSG00000099907	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106382	0	0	2	2	0	2	0	0	0	0
ENSMUSG00000106383	17	21	7	16	18	14	7	12	26	22
ENSMUSG00000064493	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064492	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000064491	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000063442	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064497	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064496	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063447	22	38	16	30	21	14	7	19	16	11
ENSMUSG00000064494	0	2	1	2	0	0	1	1	0	1
ENSMUSG00000076946	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076944	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076940	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000076941	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070522	1	0	1	0	2	0	0	0	0	0
ENSMUSG00000076948	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076949	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100979	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100978	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066438	1	0	1	0	2	1	0	2	0	0
ENSMUSG00000100971	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100970	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100973	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100972	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100975	36	96	49	30	20	33	26	32	77	45
ENSMUSG00000100974	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100977	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100976	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092474	1	2	0	1	1	0	1	2	0	0
ENSMUSG00000118167	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092476	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092477	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092470	2	3	1	0	0	0	1	1	1	0
ENSMUSG00000092471	23	73	33	33	36	50	8	34	40	31
ENSMUSG00000092472	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092473	3	9	2	4	6	5	3	3	14	2
ENSMUSG00000019932	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019933	0	0	0	0	0	0	0	2	3	0
ENSMUSG00000019935	334	495	346	440	250	628	141	134	312	136
ENSMUSG00000019936	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100888	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107596	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020349	3643	4487	2182	2927	2984	2561	2018	2082	2875	2034
ENSMUSG00000103779	0	0	0	0	1	0	2	0	0	0
ENSMUSG00000064145	1419	1746	1046	1262	1075	1069	976	1197	1343	1077
ENSMUSG00000020346	1555	2502	1246	1701	907	688	1139	1792	1946	1282
ENSMUSG00000064147	1	1	2	0	0	1	1	1	1	5
ENSMUSG00000070464	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000064141	70	108	57	79	65	75	43	68	73	47
ENSMUSG00000064140	1	1	0	1	0	1	0	1	1	0
ENSMUSG00000070461	93	157	104	109	65	75	58	101	131	79
ENSMUSG00000020340	269	270	126	172	155	136	110	149	228	132
ENSMUSG00000053490	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000107595	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118161	2	1	0	0	3	0	1	3	2	0
ENSMUSG00000053499	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107593	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000107479	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000107478	2	1	3	3	1	0	1	2	2	2
ENSMUSG00000107475	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102643	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107477	1	4	3	2	4	0	0	1	4	0
ENSMUSG00000107476	73	140	70	76	63	49	53	113	110	74
ENSMUSG00000107471	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107470	0	2	0	0	0	0	2	0	0	0
ENSMUSG00000107473	0	0	0	0	0	0	0	0	1	2
ENSMUSG00000107472	0	11	3	0	1	0	0	2	2	0
ENSMUSG00000054728	27	43	33	41	30	36	24	52	50	46
ENSMUSG00000054723	402	499	294	389	281	279	242	389	446	300
ENSMUSG00000054720	244	358	162	196	211	206	155	208	340	282
ENSMUSG00000054727	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079806	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117939	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000117938	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102642	0	1	1	0	2	0	0	3	3	0
ENSMUSG00000117935	0	4	0	0	0	0	0	0	1	1
ENSMUSG00000113498	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117937	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117936	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117931	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117930	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117933	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084739	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000036744	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000036745	57	96	47	64	45	27	45	42	64	63
ENSMUSG00000096205	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000099252	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099255	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096202	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096201	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036743	62	65	22	47	46	44	66	53	57	30
ENSMUSG00000099259	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099258	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033510	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036748	260	367	249	233	170	175	191	273	336	198
ENSMUSG00000036749	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096209	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073867	39	42	32	36	38	27	16	36	51	28
ENSMUSG00000116538	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000116539	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000113030	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102728	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000113032	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000113033	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113034	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113035	1	8	1	0	8	4	4	4	5	5
ENSMUSG00000113036	3	15	6	13	4	5	3	10	8	2
ENSMUSG00000113037	0	2	0	0	0	0	2	0	0	0
ENSMUSG00000113038	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000062797	384	424	225	322	224	175	208	251	313	220
ENSMUSG00000062794	22	44	22	19	13	20	7	11	18	23
ENSMUSG00000115458	4	25	10	13	3	3	9	19	12	2
ENSMUSG00000062793	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116048	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062791	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062421	265	349	184	247	166	108	152	146	240	175
ENSMUSG00000116535	2	2	0	1	1	1	0	2	1	2
ENSMUSG00000062426	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019066	201	223	148	181	110	130	89	131	219	106
ENSMUSG00000116530	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035498	145	150	109	106	77	75	126	186	251	122
ENSMUSG00000091462	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101731	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091460	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101733	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091466	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101735	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101736	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101737	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101739	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055891	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055897	371	742	375	512	423	460	295	543	703	392
ENSMUSG00000055895	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108012	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080507	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108010	0	1	0	0	1	0	1	0	1	1
ENSMUSG00000108011	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071738	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108017	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060491	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080506	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108018	0	2	0	0	0	1	0	0	0	0
ENSMUSG00000108019	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000060499	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097154	6	6	6	3	8	9	1	1	5	3
ENSMUSG00000097155	4	0	3	3	0	1	0	3	2	3
ENSMUSG00000097156	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097157	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097150	3	8	5	5	6	6	5	4	10	4
ENSMUSG00000111381	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114329	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080500	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114328	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112341	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112340	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112343	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112342	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031918	1141	1337	729	1084	857	835	773	780	1002	832
ENSMUSG00000031919	0	1	0	0	0	0	1	0	2	1
ENSMUSG00000112347	0	0	0	0	0	1	1	1	0	1
ENSMUSG00000112346	30	36	14	34	15	18	21	34	28	25
ENSMUSG00000112349	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000112348	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000031916	393	629	355	381	320	315	262	378	385	269
ENSMUSG00000031917	267	330	181	209	180	161	163	167	211	137
ENSMUSG00000031910	15	46	16	32	19	14	21	18	17	17
ENSMUSG00000031913	451	597	294	450	365	325	314	353	486	348
ENSMUSG00000049349	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000038637	113	217	125	125	96	94	103	172	149	114
ENSMUSG00000038633	2481	2933	1495	2347	2258	2082	1586	1962	2724	1901
ENSMUSG00000038630	0	2	1	0	0	0	0	0	1	0
ENSMUSG00000030359	119928	184403	87767	152777	138088	101617	81987	99844	139912	102689
ENSMUSG00000030357	5973	7201	3436	4569	3573	2808	3037	3629	5612	3241
ENSMUSG00000030351	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000030350	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030353	11	16	11	20	17	15	15	22	23	12
ENSMUSG00000030352	880	1166	702	729	605	516	662	1006	1184	809
ENSMUSG00000104818	0	0	0	0	1	0	0	0	1	1
ENSMUSG00000089220	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104816	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104817	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104814	30	76	50	89	55	48	21	60	84	43
ENSMUSG00000104815	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104812	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104813	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104810	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000104811	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098332	66	60	35	81	41	61	36	40	80	81
ENSMUSG00000073460	16	44	26	21	9	9	32	25	10	12
ENSMUSG00000073468	345	567	316	504	299	236	222	357	528	319
ENSMUSG00000089224	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000049699	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000049694	19	29	19	13	15	2	10	19	34	13
ENSMUSG00000089226	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049690	227	204	108	141	231	135	88	149	242	93
ENSMUSG00000049691	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049692	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106683	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000035329	431	522	273	392	253	256	249	251	288	349
ENSMUSG00000035325	4616	5997	3063	3811	3653	3128	2800	3841	5123	3273
ENSMUSG00000026950	351	655	253	290	486	373	331	229	218	363
ENSMUSG00000075704	538	829	474	505	403	374	441	685	791	359
ENSMUSG00000075707	1	4	0	0	3	1	1	3	6	3
ENSMUSG00000075706	3271	3690	2193	2521	2248	2159	1958	3273	3463	2420
ENSMUSG00000075701	1538	1838	902	1339	1025	891	806	949	1688	1118
ENSMUSG00000023707	447	750	352	422	194	196	284	428	459	251
ENSMUSG00000026956	48	93	35	40	27	38	42	44	61	33
ENSMUSG00000075702	48	46	30	43	20	25	27	52	61	39
ENSMUSG00000026958	560	899	400	546	359	324	313	438	573	394
ENSMUSG00000026959	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056812	10	47	14	18	22	14	14	28	24	38
ENSMUSG00000043068	150	175	75	110	62	62	143	210	246	158
ENSMUSG00000056815	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043061	609	759	432	627	426	334	471	512	620	473
ENSMUSG00000043060	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000043065	54	108	57	78	57	51	51	73	70	51
ENSMUSG00000102407	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043067	1887	2481	1300	1933	1028	1068	769	918	1542	1076
ENSMUSG00000043066	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022257	664	770	486	533	401	361	523	891	847	532
ENSMUSG00000022255	2921	3354	1876	2728	2330	2156	1700	1622	2330	1948
ENSMUSG00000029286	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022253	3556	4143	2398	2555	2570	2727	2351	2481	2767	2085
ENSMUSG00000029280	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029283	7	18	6	10	3	5	2	6	10	15
ENSMUSG00000029282	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112639	38	63	33	32	37	18	12	29	23	24
ENSMUSG00000029288	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031007	862	1039	571	848	505	433	575	682	831	626
ENSMUSG00000031004	59	134	30	60	57	23	119	62	68	294
ENSMUSG00000112634	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000111388	0	1	0	0	1	1	0	0	1	0
ENSMUSG00000089628	2	1	0	1	2	0	0	0	0	0
ENSMUSG00000096425	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000028882	344	402	185	317	299	229	236	246	387	298
ENSMUSG00000028883	14	24	9	19	16	12	14	9	27	23
ENSMUSG00000028884	136	151	73	90	65	60	102	131	109	91
ENSMUSG00000028885	7	10	2	9	7	4	5	8	11	14
ENSMUSG00000028886	707	1022	516	741	551	548	449	625	797	612
ENSMUSG00000088218	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088217	0	1	1	2	1	1	0	0	2	1
ENSMUSG00000028889	228	284	176	286	139	125	123	137	166	99
ENSMUSG00000034636	2335	2999	1782	2412	1903	1762	1611	1850	2438	1998
ENSMUSG00000088212	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000034634	5	5	1	2	4	6	13	89	55	39
ENSMUSG00000048562	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102410	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102411	30	103	39	72	41	45	31	59	68	55
ENSMUSG00000102413	0	0	1	1	0	0	1	0	0	0
ENSMUSG00000102414	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102415	2	3	1	2	0	5	0	0	0	2
ENSMUSG00000102416	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000102417	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102418	1	0	2	0	0	1	1	2	0	0
ENSMUSG00000102419	1	1	0	0	1	2	2	0	2	2
ENSMUSG00000029420	0	0	0	1	0	0	0	0	0	2
ENSMUSG00000029423	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029422	1146	1522	845	1247	1265	1251	793	771	1086	880
ENSMUSG00000029427	529	843	442	548	521	521	399	491	578	377
ENSMUSG00000029426	5417	6891	3917	4999	3268	3130	3353	4133	4536	3314
ENSMUSG00000029428	438	680	360	395	339	331	265	442	496	357
ENSMUSG00000035582	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000035580	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000035585	459	629	368	351	212	219	296	522	439	245
ENSMUSG00000025701	1	10	4	6	6	0	2	4	5	6
ENSMUSG00000025702	3403	4626	2491	3713	2076	1852	1947	2357	2694	2391
ENSMUSG00000034987	5	4	2	11	6	3	5	11	14	6
ENSMUSG00000034981	14	28	6	6	13	8	7	11	10	13
ENSMUSG00000021635	408	434	270	383	319	327	252	247	318	244
ENSMUSG00000021636	391	567	270	458	383	280	307	491	632	371
ENSMUSG00000021631	1	3	2	2	3	4	0	1	2	0
ENSMUSG00000021638	709	924	559	921	831	606	808	1051	1321	850
ENSMUSG00000021639	288	345	189	275	242	202	205	219	302	203
ENSMUSG00000098072	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032673	338	428	211	303	162	165	193	198	236	198
ENSMUSG00000032586	17	16	6	11	10	7	12	12	17	13
ENSMUSG00000032584	51	50	48	57	36	26	27	69	110	41
ENSMUSG00000032582	996	1444	779	1125	1048	933	757	755	986	808
ENSMUSG00000032583	478	610	374	354	326	328	324	563	564	470
ENSMUSG00000032580	1144	1858	1168	1618	1496	1429	926	1364	1746	1238
ENSMUSG00000111569	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074158	157	249	97	156	194	209	109	79	133	99
ENSMUSG00000032589	9	13	7	5	12	17	1	12	11	6
ENSMUSG00000098073	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086192	2	6	1	3	0	0	1	2	1	1
ENSMUSG00000042002	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045055	2	2	3	2	1	1	1	3	0	0
ENSMUSG00000045052	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045053	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000086193	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117660	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114589	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114588	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114581	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000114580	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114583	1	1	0	1	0	1	0	0	1	3
ENSMUSG00000114582	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114585	3	1	0	0	1	0	0	2	0	1
ENSMUSG00000114584	14	45	23	27	13	32	17	16	31	16
ENSMUSG00000114587	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114586	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086195	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030880	393	542	305	391	323	308	239	365	398	255
ENSMUSG00000017309	458	649	337	406	343	320	369	411	545	318
ENSMUSG00000087296	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117585	2	2	0	1	0	0	1	0	2	1
ENSMUSG00000087294	1	3	2	3	0	0	1	2	1	0
ENSMUSG00000026751	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087292	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087293	0	3	1	1	1	0	1	0	1	1
ENSMUSG00000087290	0	1	0	0	1	0	0	0	1	3
ENSMUSG00000087291	1	8	3	6	1	0	1	3	5	2
ENSMUSG00000033985	291	405	304	303	239	215	169	255	306	228
ENSMUSG00000033987	9	20	10	7	2	10	2	14	18	14
ENSMUSG00000033981	0	0	1	0	2	0	0	0	0	0
ENSMUSG00000117589	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033983	110	141	81	113	86	66	66	89	99	65
ENSMUSG00000087299	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000088969	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000030887	9	11	1	10	4	7	4	3	5	4
ENSMUSG00000088964	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088966	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088961	0	2	0	0	0	0	0	1	0	0
ENSMUSG00000088960	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059218	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086527	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000044098	238	313	215	293	245	228	163	182	270	187
ENSMUSG00000086525	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086524	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086523	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086522	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000086521	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106924	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044092	9	18	11	14	8	5	7	6	21	11
ENSMUSG00000086529	1	6	9	3	1	2	5	2	15	0
ENSMUSG00000086528	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107331	80	109	84	109	83	74	52	78	105	93
ENSMUSG00000102520	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117058	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117059	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117056	2	0	1	1	4	1	0	1	2	0
ENSMUSG00000117057	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117054	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117055	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117053	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117050	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000117051	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000106928	20	45	22	27	13	27	15	40	32	27
ENSMUSG00000075284	259	329	185	274	229	183	228	247	334	249
ENSMUSG00000075286	0	0	0	0	0	0	0	0	0	0
