gene	078_coldM	083_coldM	088_coldM	093_coldM	095_coldM	099_coldM	081_coldF	084_coldF	085_coldF	087_coldF	092_coldF	094_coldF
ENSMUSG00000113863	1	1	0	0	3	0	1	2	4	11	0	2
ENSMUSG00000113862	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113861	2	0	0	1	1	1	1	0	5	1	0	1
ENSMUSG00000113860	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113867	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113866	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113865	0	0	0	2	0	0	0	0	3	0	0	0
ENSMUSG00000113864	0	5	4	0	6	2	7	1	4	5	5	4
ENSMUSG00000113869	0	0	0	0	2	0	0	0	0	1	0	0
ENSMUSG00000113868	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000103465	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103368	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040770	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040771	307	201	160	136	195	199	247	148	243	244	158	185
ENSMUSG00000094997	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115080	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040774	2125	1122	1265	1143	1796	1377	2196	1326	1895	1995	1587	1823
ENSMUSG00000040775	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094993	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094992	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115089	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115088	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094999	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094998	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111708	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111709	89	45	45	95	125	52	149	139	109	101	87	157
ENSMUSG00000113271	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056174	6	8	8	10	8	6	11	9	15	11	9	6
ENSMUSG00000109252	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111700	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113276	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111702	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111703	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111704	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111707	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000103361	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113274	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103360	1	1	1	0	0	0	3	2	1	2	1	4
ENSMUSG00000109257	0	1	0	0	0	1	1	0	0	1	0	0
ENSMUSG00000113275	0	1	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000109256	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105806	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105807	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105804	12	16	14	10	23	6	35	10	14	14	27	22
ENSMUSG00000103362	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105802	97	85	92	192	252	128	133	91	149	126	180	192
ENSMUSG00000105803	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105800	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105801	1	4	4	0	2	1	2	2	1	3	2	0
ENSMUSG00000057802	45	38	25	56	69	29	37	25	31	31	20	28
ENSMUSG00000103365	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057801	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105808	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000057805	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000012126	7	7	2	11	10	5	8	5	11	6	4	14
ENSMUSG00000012123	5	8	4	6	23	5	39	38	15	17	14	21
ENSMUSG00000025269	141	101	81	88	141	89	152	70	157	113	118	129
ENSMUSG00000025268	124	75	72	112	143	91	163	80	126	107	92	157
ENSMUSG00000025266	704	500	471	476	638	473	656	421	585	537	461	533
ENSMUSG00000025265	20	16	20	26	23	14	28	26	24	29	22	32
ENSMUSG00000025264	302	195	197	203	297	214	326	172	245	257	222	324
ENSMUSG00000025262	236	168	145	159	254	175	219	125	166	162	160	132
ENSMUSG00000025261	10596	8652	8130	8055	11789	9377	10328	5572	9387	9048	7865	8845
ENSMUSG00000025260	3050	1706	1761	2640	3698	1988	2575	1763	2216	2163	2315	3085
ENSMUSG00000094330	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091123	4	3	1	0	2	3	2	1	1	4	4	4
ENSMUSG00000091122	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094337	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094336	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094338	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000088167	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091129	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065328	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065329	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065322	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060131	96	46	61	44	62	55	49	15	31	35	24	42
ENSMUSG00000065320	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065321	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065327	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000109999	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047203	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047205	6	4	3	5	4	5	6	2	4	8	3	5
ENSMUSG00000047207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002486	66	77	54	62	111	53	97	66	97	76	75	84
ENSMUSG00000097979	9	2	10	4	10	4	5	7	4	4	5	10
ENSMUSG00000102507	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097972	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097973	9	3	8	4	4	4	13	6	10	13	5	4
ENSMUSG00000067780	20	8	6	8	6	10	18	7	9	9	8	10
ENSMUSG00000097971	4827	3718	2867	2428	2596	916	3742	2417	4069	2302	2762	2755
ENSMUSG00000067786	54	47	38	48	49	35	62	56	96	43	34	53
ENSMUSG00000067787	1201	831	766	816	1277	728	1065	613	994	852	920	967
ENSMUSG00000097974	15	12	12	8	8	8	17	6	8	11	14	11
ENSMUSG00000097975	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102505	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106094	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088169	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053279	54789	33706	31395	32988	50982	39945	38750	21534	29305	32124	34703	32135
ENSMUSG00000102503	1	4	0	1	0	0	1	0	2	0	4	1
ENSMUSG00000109839	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109838	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102500	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108022	14	14	20	31	17	22	10	5	7	3	6	2
ENSMUSG00000109833	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109832	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109831	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102501	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000109837	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109835	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109834	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068324	5	3	3	2	3	1	0	0	2	1	2	4
ENSMUSG00000068327	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068323	4	5	2	16	8	5	4	2	5	2	4	5
ENSMUSG00000068329	246	147	135	126	162	118	198	151	202	193	142	172
ENSMUSG00000068328	3296	2017	1976	2568	4113	1970	2761	1746	2469	2361	2576	3287
ENSMUSG00000110079	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000110078	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106388	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106389	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106384	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106385	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106386	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106387	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106380	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000099907	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106382	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000106383	9	14	19	20	26	17	10	13	21	31	11	16
ENSMUSG00000064493	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064492	0	0	0	0	2	0	0	0	0	0	0	2
ENSMUSG00000064491	0	0	2	0	0	1	0	0	1	0	0	0
ENSMUSG00000063442	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000064497	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064496	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063447	23	13	17	16	27	15	16	9	22	13	18	20
ENSMUSG00000064494	0	1	2	1	0	2	2	1	0	1	2	0
ENSMUSG00000076946	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076944	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076940	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076941	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070522	1	1	1	0	3	0	0	2	1	0	0	0
ENSMUSG00000076948	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076949	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100979	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100978	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066438	1	2	0	0	0	0	2	0	0	3	0	0
ENSMUSG00000100971	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100970	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100973	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100972	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100975	39	41	38	31	32	21	34	26	26	40	37	41
ENSMUSG00000100974	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100977	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100976	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092474	2	0	1	1	2	0	1	2	1	0	3	2
ENSMUSG00000118167	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092476	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092477	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092470	2	0	0	2	2	0	2	0	1	6	0	2
ENSMUSG00000092471	33	55	36	41	45	26	17	27	49	41	32	42
ENSMUSG00000092472	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092473	0	5	3	3	8	3	5	0	8	4	6	4
ENSMUSG00000019932	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019933	1	1	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000019935	340	193	218	197	286	203	107	49	72	75	65	66
ENSMUSG00000019936	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100888	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107596	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000020349	3945	2756	2330	2381	3314	2919	3364	1940	3025	2898	2463	2392
ENSMUSG00000103779	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000064145	1346	1038	1121	1103	1688	1100	1372	894	1417	1198	1174	1493
ENSMUSG00000020346	1797	1304	1259	1161	1875	978	2004	1213	1693	1561	1578	1683
ENSMUSG00000064147	0	0	0	2	1	0	1	1	0	3	0	1
ENSMUSG00000070464	0	2	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000064141	55	46	72	62	90	66	104	77	84	100	60	77
ENSMUSG00000064140	1	2	3	0	2	3	3	1	2	0	0	0
ENSMUSG00000070461	107	143	95	77	145	69	108	82	115	92	85	89
ENSMUSG00000020340	337	146	123	119	152	129	153	59	152	96	81	125
ENSMUSG00000053490	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107595	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118161	1	2	1	2	2	1	3	0	4	1	2	3
ENSMUSG00000053499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107593	1	0	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000107479	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107478	0	2	0	2	2	1	5	3	2	2	0	4
ENSMUSG00000107475	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102643	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107477	2	1	3	1	0	0	1	2	3	3	0	2
ENSMUSG00000107476	87	94	63	80	156	67	148	69	79	98	90	118
ENSMUSG00000107471	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107470	0	0	1	0	0	0	0	1	0	0	1	0
ENSMUSG00000107473	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107472	0	3	0	1	3	2	6	0	1	7	1	0
ENSMUSG00000054728	27	22	28	39	37	28	40	25	44	40	35	53
ENSMUSG00000054723	335	221	321	290	464	258	303	196	282	344	267	441
ENSMUSG00000054720	221	172	203	168	304	196	287	191	346	240	153	260
ENSMUSG00000054727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079806	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117939	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117938	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102642	1	2	3	2	2	0	1	2	2	3	2	2
ENSMUSG00000117935	0	0	0	0	0	0	0	0	0	0	2	1
ENSMUSG00000113498	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117937	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117936	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117931	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117930	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117933	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084739	0	2	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000036744	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036745	68	43	28	43	66	65	65	38	62	48	61	68
ENSMUSG00000096205	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099252	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099255	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096202	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096201	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036743	100	46	40	32	85	68	119	40	50	46	50	29
ENSMUSG00000099259	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099258	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033510	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036748	318	202	201	195	297	168	340	197	314	293	229	295
ENSMUSG00000036749	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096209	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073867	33	23	31	34	51	27	47	24	44	49	36	40
ENSMUSG00000116538	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116539	3	3	1	2	1	0	1	0	1	0	0	0
ENSMUSG00000113030	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102728	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000113032	0	0	0	0	2	1	3	0	2	0	0	0
ENSMUSG00000113033	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113034	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113035	2	1	3	3	4	3	11	3	3	4	3	7
ENSMUSG00000113036	3	4	6	2	1	0	10	3	3	6	8	1
ENSMUSG00000113037	0	1	0	1	1	0	1	2	1	0	0	1
ENSMUSG00000113038	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062797	434	269	258	259	372	252	389	202	285	334	279	308
ENSMUSG00000062794	20	21	37	27	21	26	15	29	29	14	13	20
ENSMUSG00000115458	16	10	1	7	6	4	16	10	10	2	11	12
ENSMUSG00000062793	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116048	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062791	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062421	250	202	139	163	215	136	244	139	202	172	174	158
ENSMUSG00000116535	0	3	3	2	5	0	3	0	3	0	3	3
ENSMUSG00000062426	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000019066	205	161	138	172	249	124	184	88	176	192	122	166
ENSMUSG00000116530	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035498	87	56	66	46	149	86	277	208	175	232	151	201
ENSMUSG00000091462	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091460	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101733	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091466	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101735	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101736	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101737	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101739	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055891	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055897	371	333	422	411	507	411	615	367	597	522	383	574
ENSMUSG00000055895	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108012	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000080507	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000108010	0	0	0	0	1	0	1	1	1	1	0	2
ENSMUSG00000108011	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071738	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060491	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080506	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108018	1	0	0	1	0	0	0	0	1	1	1	1
ENSMUSG00000108019	0	0	0	0	0	0	0	1	2	0	0	0
ENSMUSG00000060499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097154	6	9	5	3	6	3	6	0	1	7	1	1
ENSMUSG00000097155	4	1	2	2	0	3	0	0	1	0	4	2
ENSMUSG00000097156	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097157	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097150	3	6	7	2	5	5	11	6	8	5	8	4
ENSMUSG00000111381	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114329	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080500	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114328	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112340	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112343	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112342	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031918	1213	770	795	756	1051	859	1082	617	999	923	880	916
ENSMUSG00000031919	0	0	1	0	0	0	0	1	0	0	1	1
ENSMUSG00000112347	0	1	6	2	1	3	1	1	2	2	3	0
ENSMUSG00000112346	25	21	9	26	33	30	33	11	30	29	24	28
ENSMUSG00000112349	0	0	0	0	0	1	0	0	0	0	2	2
ENSMUSG00000112348	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000031916	415	405	311	248	434	281	485	251	416	390	336	411
ENSMUSG00000031917	265	211	176	141	221	161	227	123	220	196	173	209
ENSMUSG00000031910	14	22	14	21	24	16	27	14	22	26	14	16
ENSMUSG00000031913	554	372	366	361	528	366	518	296	410	469	419	380
ENSMUSG00000049349	0	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000038637	113	121	102	110	152	109	169	142	190	148	124	153
ENSMUSG00000038633	2997	1799	1868	1936	3443	2199	2504	1633	2459	2311	1961	2399
ENSMUSG00000038630	1	0	0	0	1	0	0	0	0	0	0	3
ENSMUSG00000030359	126155	75757	88507	88473	126432	100801	101519	53995	91618	78968	84762	86326
ENSMUSG00000030357	6858	4377	3393	4440	6971	3131	6170	3993	4924	5250	6258	4263
ENSMUSG00000030351	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000030350	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030353	18	12	8	7	17	7	19	6	8	18	12	11
ENSMUSG00000030352	887	621	636	711	1037	522	1051	616	948	844	796	962
ENSMUSG00000104818	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000089220	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104816	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104817	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104814	24	55	43	53	71	42	67	30	66	39	70	51
ENSMUSG00000104815	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104812	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104813	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104810	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104811	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098332	67	71	55	84	89	33	68	45	35	40	82	78
ENSMUSG00000073460	15	12	14	12	12	21	20	5	13	7	9	33
ENSMUSG00000073468	336	222	274	283	362	326	374	226	395	298	347	342
ENSMUSG00000089224	0	2	0	0	3	0	0	0	0	0	0	0
ENSMUSG00000049699	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049694	22	23	16	7	12	13	19	22	21	29	24	18
ENSMUSG00000089226	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049690	217	141	141	114	163	142	179	114	157	194	101	129
ENSMUSG00000049691	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049692	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000106683	0	1	0	1	0	0	3	0	1	0	0	0
ENSMUSG00000035329	452	342	279	315	443	288	398	262	397	331	387	329
ENSMUSG00000035325	4822	3899	3266	3374	5540	3619	5657	2941	4315	4717	3577	4694
ENSMUSG00000026950	436	193	259	210	264	331	539	84	271	244	751	368
ENSMUSG00000075704	647	397	426	381	567	442	672	443	665	615	527	587
ENSMUSG00000075707	0	0	0	0	2	2	0	2	2	1	0	0
ENSMUSG00000075706	3663	2392	2222	2506	3599	2392	3195	1991	3081	2933	2623	3858
ENSMUSG00000075701	1630	1031	947	1013	1768	1001	1312	810	1261	1178	1185	1193
ENSMUSG00000023707	533	308	347	316	462	188	464	337	463	372	324	342
ENSMUSG00000026956	51	25	28	41	58	28	37	27	54	27	28	37
ENSMUSG00000075702	45	23	21	16	30	17	47	25	45	35	26	39
ENSMUSG00000026958	669	382	415	415	565	320	482	277	435	337	360	429
ENSMUSG00000026959	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056812	16	8	11	9	13	16	40	25	21	40	27	23
ENSMUSG00000043068	279	151	117	116	251	79	306	113	163	186	210	283
ENSMUSG00000056815	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043061	591	426	445	436	645	421	669	426	607	574	521	595
ENSMUSG00000043060	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043065	79	58	46	37	70	60	87	47	81	72	70	49
ENSMUSG00000102407	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043067	2526	1890	1484	1699	2299	1393	1466	926	1443	1290	1275	1220
ENSMUSG00000043066	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022257	768	662	446	500	832	446	1216	620	915	1041	1078	895
ENSMUSG00000022255	2688	1996	1884	1943	2910	2185	2647	1505	2499	2382	2026	2087
ENSMUSG00000029286	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022253	3793	2264	2337	1953	2844	2821	2942	1959	2827	2750	1989	2562
ENSMUSG00000029280	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029283	6	9	8	10	8	3	6	8	12	10	8	9
ENSMUSG00000029282	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112639	23	51	29	27	63	29	42	28	50	40	72	35
ENSMUSG00000029288	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000031007	975	581	547	619	855	554	784	493	813	682	678	736
ENSMUSG00000031004	61	43	30	30	36	44	65	19	26	76	39	38
ENSMUSG00000112634	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000111388	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089628	0	0	0	1	0	1	1	1	1	1	1	0
ENSMUSG00000096425	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000028882	316	236	237	252	483	270	302	181	306	299	289	319
ENSMUSG00000028883	12	18	15	13	19	18	11	19	17	9	14	24
ENSMUSG00000028884	110	83	82	79	132	98	132	72	131	111	84	148
ENSMUSG00000028885	5	4	6	5	7	5	17	7	10	7	7	7
ENSMUSG00000028886	864	677	652	665	1041	653	807	464	790	669	689	775
ENSMUSG00000088218	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088217	0	1	0	1	3	1	1	0	0	2	0	1
ENSMUSG00000028889	247	237	179	136	220	158	238	145	220	176	149	153
ENSMUSG00000034636	2502	1814	1907	2133	2735	2116	2485	1476	2489	2292	2113	2330
ENSMUSG00000088212	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034634	8	4	5	6	13	3	32	26	47	84	15	56
ENSMUSG00000048562	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102410	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102411	43	39	49	49	62	62	63	51	79	75	45	56
ENSMUSG00000102413	1	0	0	4	0	1	0	0	0	0	0	0
ENSMUSG00000102414	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102415	1	2	2	0	3	0	3	1	2	0	0	3
ENSMUSG00000102416	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000102417	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102418	0	0	0	0	0	0	0	1	1	0	0	3
ENSMUSG00000102419	1	2	6	1	2	1	1	1	1	1	2	1
